#contig	Length	B0H_VFD_S52_	B0H_VFN_S44_	B0L_VFD_S51_	B0L_VFN_S43_	B2R2H_VFD_S54_	B2R2H_VFN_S46_	B2R2L_VFD_S53_	B2R2L_VFN_S45_	B3R2H_VFD_S55_	B3R2H_VFN_S48_	B3R2L_VFN_S47_	B8R2H_VFD_S57_	B8R2H_VFN_S50_	B8R2L_VFD_S56_	B8R2L_VFN_S49_
VIRSorter_Contig_1457-cat_2	11966	1.1458	0.9851	1.5267	0.7976	35.5760	0.8742	7.0111	1.7153	1.3889	0.5987	0.2912	1.0571	1.0209	0.5503	0.2663
VIRSorter_Contig_1870-cat_2	11962	8.2245	4.0164	9.8785	13.8108	15.7535	9.5142	29.4631	18.6373	22.6257	12.4289	3.9882	19.3252	12.9168	9.8586	5.2914
VIRSorter_Contig_1637-cat_2	11959	0.6013	0.1774	0.9586	1.1307	5.5794	3.0676	0.2691	0.0000	0.4062	0.1320	1.1770	3.6038	2.7847	5.6387	2.7207
VIRSorter_Contig_2099-cat_2	11958	5.7245	3.0361	2.4647	2.5622	7.1747	6.6032	7.2359	2.1001	4.9279	1.5395	3.5387	2.7665	2.5716	2.2148	0.8786
VIRSorter_Contig_4163-cat_2	11954	0.2848	0.2686	0.4513	0.5988	0.0000	0.0000	0.6506	0.1946	2.7240	1.3037	0.4779	1.1960	0.6576	4.3968	2.8762
VIRSorter_Contig_4369-cat_2	11952	2.0798	1.4576	3.8605	3.4895	7.3489	1.3462	2.8889	3.5147	7.2717	8.2796	8.0554	4.1089	2.0949	8.5336	6.8868
VIRSorter_Contig_3978-cat_2	11923	2.8756	2.8243	3.7136	3.2405	6.1498	6.9313	5.8261	3.3900	3.6046	2.2660	2.2363	0.8702	0.9199	9.8363	7.0869
VIRSorter_Contig_4195-cat_2	11916	1.6257	1.2686	3.2538	3.1968	2.7219	1.3311	2.5374	1.8919	7.3290	3.9913	1.1811	5.9224	4.7043	6.0366	3.6394
VIRSorter_Contig_885-cat_2	11913	3.9376	1.7867	8.7871	9.7682	5.6539	2.9801	4.4086	4.7272	7.0715	8.2476	4.1563	6.8392	9.1986	12.2593	8.3076
VIRSorter_Contig_1032-cat_2	11913	1.4040	0.3083	5.8307	8.4718	0.0000	0.0000	0.0569	0.1030	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1556-cat_2	11881	1.8536	0.1647	0.8027	0.6804	7.9559	5.4309	0.0664	0.1096	0.0056	0.0000	0.1154	0.3461	0.0222	3.9832	1.9690
VIRSorter_Contig_3086-cat_2	11880	1.1551	0.3701	1.4192	1.8530	6.7376	0.7622	1.2724	0.5962	2.8076	2.2805	6.4877	1.4743	0.4947	5.8526	3.7303
VIRSorter_Contig_4161-cat_2	11871	4.8510	3.8963	4.7953	4.7245	5.2062	3.2921	1.3516	0.4031	6.2230	2.7935	6.4447	4.1922	3.3842	8.6627	4.8469
VIRSorter_Contig_666-cat_2	11869	4.2081	3.0675	7.4530	6.0870	5.8688	6.9392	6.6375	2.5690	0.0000	0.0789	1.1850	0.1297	0.1403	3.0634	1.6896
VIRSorter_Contig_2657-cat_2	11864	0.1651	0.0000	0.6907	0.5161	1.0583	0.0000	0.0700	0.0275	9.1646	6.1731	0.0000	3.8836	3.2880	0.8121	0.9859
VIRSorter_Contig_69-cat_2	11856	4.5394	2.2273	5.0611	5.1859	3.4386	2.1375	4.8627	2.7183	5.0787	2.7216	1.2281	6.2676	3.3768	4.7941	3.3475
VIRSorter_Contig_1900-cat_2	11839	23.4106	13.5062	6.4339	4.8797	13.0734	9.6052	4.5726	3.5629	0.9170	0.4093	4.1207	2.7719	2.6776	8.6642	5.6326
VIRSorter_Contig_4397-cat_2	11830	4.0720	2.3587	1.5953	1.6198	6.4342	3.9283	3.0533	2.4578	3.9307	2.2729	0.7824	2.7925	1.6296	8.7977	3.7033
VIRSorter_Contig_1178-cat_2	11825	1.6263	1.7688	3.4978	1.6875	8.4649	5.0725	3.7261	1.6667	6.7228	4.3166	3.0172	5.1705	2.3544	2.8226	2.8166
VIRSorter_Contig_4027-cat_2	11824	0.0000	0.0000	0.0278	0.2662	1.6412	2.1871	2.5471	1.3968	0.3039	0.1433	0.2171	4.8419	2.5525	8.2193	11.2339
VIRSorter_Contig_2928-cat_2	11815	10.2615	7.2649	9.7560	8.3568	22.6285	17.8277	10.0434	7.9220	12.8922	10.5980	6.2448	14.0012	10.8187	20.5202	10.2775
VIRSorter_Contig_4377-cat_2	11811	0.0865	0.0272	0.1127	0.2742	0.5611	0.5514	0.1439	0.0487	0.4726	0.3808	0.2628	0.2374	0.1269	1.3560	0.6773
VIRSorter_Contig_364-cat_2	11803	0.6038	0.4806	0.4244	0.6575	0.0909	0.1495	0.9319	0.3256	0.3555	0.2341	0.0000	1.3900	0.5175	0.4863	0.1945
VIRSorter_Contig_1611-cat_2	11796	0.0130	0.0000	0.2318	0.0553	10.6363	1.1916	0.0430	0.1141	0.0000	0.0000	0.0000	0.6919	0.0108	0.0000	0.0000
VIRSorter_Contig_2215-cat_2	11784	0.0000	0.0002	0.1554	0.1374	0.0000	0.0000	1.0320	0.1976	0.0000	0.0309	0.0000	0.0000	0.0001	0.0000	0.0000
VIRSorter_Contig_2591-cat_2	11777	6.0587	3.9560	6.7038	6.5601	7.7544	3.9707	14.3886	10.3368	25.0053	10.8491	3.6412	25.5056	19.7074	11.7556	9.7694
VIRSorter_Contig_961-cat_2	11761	5.4077	2.3316	2.2746	2.8537	1.8682	1.3515	1.0095	0.9002	1.0147	0.3982	0.3331	1.7298	1.7448	0.3180	0.3065
VIRSorter_Contig_2867-cat_2	11760	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.4999	7.0551	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2459-cat_2	11758	3.7109	1.5828	4.0031	4.2314	5.9363	3.9098	6.4008	5.5553	2.8752	2.2036	1.9857	5.4377	3.9544	12.7100	7.3743
VIRSorter_Contig_4227-cat_2	11757	4.5522	2.1635	2.1040	2.3940	6.1708	4.2658	4.2291	3.3075	2.9036	1.6876	1.9461	2.3656	1.6297	8.3528	4.6035
VIRSorter_Contig_2685-cat_2	11749	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.3483	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3373-cat_2	11747	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.4325	2.1236	0.0000	0.0000
VIRSorter_Contig_2445-cat_2	11740	1.1089	0.3059	1.3459	2.4330	1.1027	0.6243	17.7616	13.5427	23.9487	8.4265	8.9099	45.3194	21.2340	6.7935	6.5248
VIRSorter_Contig_3358-cat_2	11733	5.0545	1.6703	0.5139	0.0583	0.0810	0.1135	0.2789	0.0645	2.6453	1.2579	0.0000	10.3697	5.5835	0.0917	0.0000
VIRSorter_Contig_4591-cat_2	11731	0.0000	0.0000	0.0636	0.3045	0.9570	0.8720	2.2401	1.5270	0.2725	0.0177	0.1436	2.9603	0.9662	3.2192	6.2060
VIRSorter_Contig_3130-cat_2	11727	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.8746	0.9027	0.0000	2.6747	1.8400	0.0000	0.0000
VIRSorter_Contig_3995-cat_2	11720	0.4021	0.0991	0.2273	0.4059	0.1268	0.1293	1.1783	0.7854	2.0220	0.7801	0.0583	1.0087	0.6885	2.6509	0.6572
VIRSorter_Contig_1535-cat_2	11718	3.3306	2.4599	1.0600	0.5277	12.5780	5.7996	0.4128	0.0174	0.2029	0.0000	0.8750	1.1173	1.0487	6.7692	4.5375
VIRSorter_Contig_1296-cat_2	11704	0.1762	0.2397	0.2892	0.4427	2.8928	0.3726	0.0000	0.0000	0.2910	0.1424	0.3556	1.3975	2.2847	0.4125	0.1556
VIRSorter_Contig_748-cat_2	11704	0.1496	0.0010	2.1202	2.6483	0.5286	0.7310	0.5129	0.5551	2.4136	2.8600	0.4711	1.9611	1.0868	0.6301	0.3714
VIRSorter_Contig_4440-cat_2	11701	3.3833	1.5275	3.0495	2.6267	3.3721	3.0611	5.4901	3.6562	4.4144	3.6215	2.1971	4.8101	3.7299	11.0521	5.2289
VIRSorter_Contig_1966-cat_2	11698	10.7756	3.2322	3.1087	2.1833	16.9426	6.6656	10.3748	5.2590	4.6251	1.6376	2.1249	1.9925	1.1312	7.1378	4.2435
VIRSorter_Contig_3630-cat_2	11696	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1771-cat_2	11693	1.2014	0.6286	1.7162	2.0770	2.3586	1.9958	1.9838	1.2560	4.1551	3.6438	1.4058	3.1494	2.7432	4.0580	2.3015
VIRSorter_Contig_1989-cat_2	11681	7.0439	3.9731	5.9721	4.2158	5.3679	4.5404	6.7399	1.3661	5.6602	1.6890	1.4343	6.7784	4.1152	4.8938	2.9714
VIRSorter_Contig_1460-cat_2	11679	2.4743	0.8229	2.5884	3.9327	11.3521	5.9706	5.6605	4.5609	1.2305	1.5719	0.9125	0.9883	0.9270	0.0000	0.0000
VIRSorter_Contig_1001-cat_2	11676	0.4550	0.2633	1.4727	1.3840	0.8877	0.1107	0.9600	0.4461	1.3413	0.7387	0.4598	1.3452	1.0773	1.2739	0.7284
VIRSorter_Contig_1632-cat_2	11673	2.5426	1.4520	0.0000	0.0000	11.0620	7.0304	0.0000	0.0000	0.0000	0.0000	0.5581	0.0000	0.0000	0.3103	0.3402
VIRSorter_Contig_1083-cat_2	11665	0.1604	0.0629	0.3806	0.1515	0.1727	0.0376	0.2612	0.1064	0.2587	0.2503	0.1583	0.3987	0.2197	0.4119	0.1045
VIRSorter_Contig_1773-cat_2	11662	11.5605	10.1940	0.0000	0.0000	12.7989	10.1695	48.0865	10.4162	0.0000	0.0000	2.1385	0.0000	0.0000	3.8205	7.7400
VIRSorter_Contig_1021-cat_2	11659	7.4780	4.2956	12.0657	10.9385	7.2073	5.0409	14.3930	15.7071	11.7868	16.4244	4.3343	36.7559	24.0333	10.1958	7.2211
VIRSorter_Contig_2447-cat_2	11656	15.8768	9.1931	8.8744	9.2673	12.7931	10.2305	9.3077	8.1081	6.2311	4.1293	5.7232	17.6260	9.1473	9.0934	5.6912
VIRSorter_Contig_1266-cat_2	11655	3.7683	2.1946	3.5302	3.3836	5.8471	4.2046	1.5698	1.3063	2.5191	1.7648	1.0888	3.9674	2.9225	5.1481	3.2633
VIRSorter_Contig_3764-cat_2	11650	0.3686	0.3648	0.7275	0.9931	0.5093	0.2908	1.0067	0.4191	0.7693	0.2828	0.0855	0.6911	0.4852	0.7152	0.4777
VIRSorter_Contig_4016-cat_2	11629	0.3102	0.2019	0.1621	0.2479	0.1678	0.2748	0.3501	0.0449	0.3698	0.1607	0.0275	0.1601	0.1066	0.3704	0.1836
VIRSorter_Contig_40-cat_2	11622	7.4973	4.7554	4.2991	1.9488	7.5724	2.6855	1.1369	0.6568	0.6776	0.0210	0.2765	0.0000	0.0000	2.4115	1.8771
VIRSorter_Contig_2566-cat_2	11615	0.4154	0.2161	2.1150	1.4965	0.0614	0.0000	1.6709	0.9337	7.7787	2.8288	0.0113	6.5643	5.2635	1.5836	1.1414
VIRSorter_Contig_3018-cat_2	11607	0.7184	0.2816	4.3230	3.8448	0.6645	0.6477	4.1219	2.5802	12.8302	6.7109	0.5331	8.3608	5.8345	1.5953	0.9953
VIRSorter_Contig_1481-cat_2	11605	4.1619	2.8172	2.0578	1.9337	16.2999	10.3332	1.5262	0.4520	0.9553	0.1745	1.1273	1.1460	1.0363	1.8218	0.9219
VIRSorter_Contig_1324-cat_2	11600	19.0211	9.1057	10.3086	7.3541	45.5033	37.4834	12.2798	6.3218	22.3099	15.0407	27.7912	40.5783	21.2192	37.6185	23.7844
VIRSorter_Contig_1230-cat_2	11589	1.5205	0.4555	1.2665	1.2178	2.2299	1.3083	0.7748	0.3454	0.4671	0.2899	0.6925	0.5976	0.4063	1.2319	0.8853
VIRSorter_Contig_1430-cat_2	11566	1.7225	0.7057	0.2035	0.1894	2.0009	0.8367	0.9614	0.5859	0.7591	0.4167	0.3081	0.2521	0.2563	1.7651	0.6371
VIRSorter_Contig_4136-cat_2	11565	13.4437	10.3311	5.9818	5.7870	20.1224	13.3705	6.7349	5.3647	16.9277	7.1889	6.5521	8.5739	6.1685	33.6711	20.4069
VIRSorter_Contig_4133-cat_2	11565	0.2921	0.0564	0.1151	0.1803	0.3237	0.1012	0.2147	0.0517	0.1568	0.0859	0.0220	0.0698	0.0144	1.1435	0.7468
VIRSorter_Contig_1756-cat_2	11556	10.5573	5.4638	5.3423	6.4894	11.2684	7.5190	25.5878	10.3188	14.2957	5.6352	4.1497	4.8287	3.5439	9.0241	8.4340
VIRSorter_Contig_1718-cat_2	11549	6.3083	2.9169	5.3700	1.6797	8.5996	17.9948	5.8277	5.2902	1.0812	0.5071	10.0868	3.3783	2.1338	2.7959	2.3333
VIRSorter_Contig_100-cat_2	11543	12.1543	8.5241	0.8245	1.3401	0.0000	0.0000	5.1661	3.6906	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3942-cat_2	11542	1.4880	0.9961	1.0154	0.9871	1.7840	1.0980	0.7756	0.8952	2.5716	1.0471	0.3125	5.1801	22.2964	1.1658	1.2172
VIRSorter_Contig_119-cat_2	11537	8.2160	4.6646	7.5943	5.4238	6.3834	3.3857	9.3902	8.0005	9.7810	5.0913	3.5086	16.7306	9.5028	9.0415	6.3469
VIRSorter_Contig_3700-cat_2	11535	0.0000	0.0151	0.0113	0.2733	0.0000	0.0000	0.3924	0.1258	1.0700	0.7651	0.0000	7.3267	5.7178	0.2048	0.2045
VIRSorter_Contig_274-cat_2	11525	2.1185	0.4530	0.7318	0.7310	1.9970	1.4613	1.8498	1.0874	1.5422	0.9077	0.3908	0.6216	0.4154	1.6455	0.9020
VIRSorter_Contig_1474-cat_2	11524	2.5064	1.5581	6.4434	6.3273	5.9081	2.8018	9.5246	5.7197	8.5524	4.2911	2.3883	13.7600	8.2529	5.2713	4.3572
VIRSorter_Contig_659-cat_2	11522	1.2681	0.2074	4.9688	5.3990	0.0000	0.0000	0.0000	0.1064	0.0000	0.0000	0.0000	0.0079	0.0076	0.0000	0.0000
VIRSorter_Contig_4144-cat_2	11520	0.0000	0.0000	0.1340	0.1276	0.0445	0.1029	0.0819	0.0000	0.0000	0.3538	0.1353	0.6226	0.1080	2.3130	0.0066
VIRSorter_Contig_3493-cat_2	11508	0.0000	0.0000	2.9569	3.8727	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.9544	6.7031	4.5710	3.2075	2.2171
VIRSorter_Contig_888-cat_2	11504	1.5342	1.4660	7.2968	6.9437	2.8148	0.3749	1.6744	2.3269	2.4151	0.8352	0.5707	3.8541	3.2189	1.4580	0.9299
VIRSorter_Contig_3005-cat_2	11496	33.7222	7.7510	0.1294	0.0000	2.8004	2.5470	0.0000	0.0364	8.8839	7.3233	0.4546	4.1576	1.8489	21.3593	2.7214
VIRSorter_Contig_378-cat_2	11493	7.2407	2.5324	1.9916	1.8618	4.8869	1.7362	2.9321	1.2883	4.3572	1.3171	0.3433	0.0000	0.0000	0.2666	0.1854
VIRSorter_Contig_2467-cat_2	11467	80.9636	22.4548	9.8209	8.6284	85.8197	38.8416	13.0828	40.5008	30.6342	16.9169	13.2807	73.7278	41.9290	15.0395	12.5491
VIRSorter_Contig_1365-cat_2	11457	0.9561	0.4329	0.1827	0.2218	9.9336	2.1961	0.8020	0.5824	1.0302	0.6738	0.4798	0.0854	0.0749	2.0664	0.7615
VIRSorter_Contig_746-cat_2	11452	0.0000	0.0000	6.4544	7.7250	0.0000	0.0000	0.0000	0.0000	0.9269	2.9893	0.0000	0.0000	0.0000	0.0385	1.5111
VIRSorter_Contig_4115-cat_2	11417	0.0461	0.2589	0.1696	0.1225	0.1090	0.0000	0.1471	0.0152	0.4345	0.1975	0.2359	0.5313	0.3915	7.7515	4.6588
VIRSorter_Contig_3631-cat_2	11400	3.4543	1.3670	2.6348	3.6957	3.7099	2.4451	3.0534	0.7075	1.9714	0.9713	1.5868	10.4675	4.6809	6.2627	4.6914
VIRSorter_Contig_165-cat_2	11391	6.4449	4.2281	3.0589	2.0189	2.1387	2.2989	1.5671	1.0932	3.4650	1.7286	0.9598	3.7716	2.7808	2.8435	1.3076
VIRSorter_Contig_1859-cat_2	11386	4.3894	2.6928	5.7944	5.0310	9.2191	7.5191	5.3179	2.5246	4.5138	4.6572	1.9223	6.4890	5.2249	0.4801	0.1269
VIRSorter_Contig_718-cat_2	11384	2.2195	2.0101	12.9201	16.6177	5.3616	1.1540	5.0431	3.9285	7.5253	20.4908	4.1790	3.8867	3.5156	5.9528	2.5793
VIRSorter_Contig_3525-cat_2	11371	3.1695	1.2041	2.6896	2.4080	4.2604	1.7626	6.2092	3.5292	5.7898	2.3528	1.7638	8.5318	4.0710	4.7031	2.8377
VIRSorter_Contig_3083-cat_2	11357	2.6173	0.3853	0.1978	0.0831	18.5880	2.9856	0.3199	0.3529	0.1504	0.3399	2.9607	0.5497	0.3814	1.9155	0.3770
VIRSorter_Contig_4393-cat_2	11350	4.4007	2.1762	1.4296	1.6246	4.5492	2.8654	3.1934	1.9069	2.1422	0.4437	1.4544	1.5056	1.4882	11.8323	7.3686
VIRSorter_Contig_4412-cat_2	11350	0.7085	0.7683	0.5854	0.3351	0.8303	0.4170	0.2791	0.2820	0.2284	0.1378	0.0948	0.2100	0.0267	6.9272	4.2044
VIRSorter_Contig_3968-cat_2	11344	2.8216	1.1297	3.6574	2.6723	2.5106	0.5364	0.6095	2.0213	6.6902	7.6837	2.6633	1.0175	1.2286	10.3902	4.7759
VIRSorter_Contig_352-cat_2	11334	1.5661	0.4585	0.5602	0.7315	0.7465	0.6152	0.7701	0.3582	0.2401	0.1366	0.3731	1.2746	0.6342	0.6490	0.3455
VIRSorter_Contig_1938-cat_2	11324	2.8025	2.8439	10.3007	5.3246	2.7646	1.5571	10.3573	1.7158	7.9635	2.0232	1.1833	2.9166	2.2842	2.7797	2.6778
VIRSorter_Contig_565-cat_2	11320	1.8302	1.3545	3.7500	4.2875	2.3901	1.3304	2.9618	1.7409	1.3932	1.1216	0.8171	2.4699	1.2549	2.9445	1.5237
VIRSorter_Contig_215-cat_2	11318	13.9861	5.3812	2.0705	1.9240	13.9157	6.3466	20.7733	10.5494	5.9451	5.6358	3.2121	7.4350	4.6688	5.8627	3.5219
VIRSorter_Contig_4324-cat_2	11315	5.9937	3.4795	5.4636	4.7525	2.3246	2.5393	6.1352	2.2377	8.4991	2.3468	1.7040	8.8008	8.2523	6.6103	3.3157
VIRSorter_Contig_3621-cat_2	11305	2.7239	1.4784	1.9560	1.5708	3.4014	2.5512	3.2260	1.7578	2.7905	1.7987	1.3617	4.6838	2.6193	5.3029	2.3459
VIRSorter_Contig_1496-cat_2	11295	2.3016	1.1184	5.6032	5.5809	28.5896	18.2652	6.1394	3.7028	2.6192	2.2523	3.3299	3.5579	1.4864	5.7040	2.8860
VIRSorter_Contig_3499-cat_2	11293	8.5328	4.6974	1.9513	2.8801	1.6823	1.1919	3.6377	2.3867	4.0759	2.5598	0.9757	8.3156	5.8126	5.7437	2.4265
VIRSorter_Contig_4113-cat_2	11270	1.0345	0.5031	1.5373	1.3891	2.4611	1.2685	2.2992	1.3036	4.7608	1.8779	0.9076	5.0915	4.5132	6.5801	3.9632
VIRSorter_Contig_184-cat_2	11269	0.9072	0.7667	0.6574	0.5950	0.8977	0.4816	1.7935	1.1218	2.2580	1.5118	0.7733	0.5049	0.8524	1.6456	3.1087
VIRSorter_Contig_240-cat_2	11246	7.3246	3.2467	7.6796	11.2678	11.8041	7.3911	23.4869	13.9181	18.0837	8.7135	3.0697	12.8948	11.1076	8.9746	4.2472
VIRSorter_Contig_2937-cat_2	11228	0.0000	0.0908	0.5758	0.8260	0.0000	0.0000	0.8832	1.1849	0.8905	0.9991	0.0000	1.9453	2.0372	0.0000	0.0000
VIRSorter_Contig_982-cat_2	11220	3.3146	4.3486	14.2550	10.5193	3.4626	1.3925	6.9008	1.9533	14.8443	6.2156	1.4107	5.4638	5.0315	9.7582	5.0365
VIRSorter_Contig_4587-cat_2	11215	0.4458	0.1409	1.0644	0.8708	0.1570	0.0000	0.0000	0.0000	0.0331	0.0000	0.3406	2.4930	2.7582	1.7993	2.3349
VIRSorter_Contig_2672-cat_2	11213	0.1205	0.3729	0.0000	0.0000	6.4095	0.7025	5.4967	0.5268	19.8818	8.7482	0.3771	1.4306	0.3318	0.5553	0.6325
VIRSorter_Contig_2839-cat_2	11210	0.0000	0.0000	0.0169	0.0000	0.0000	0.0000	0.0000	0.0000	6.4262	0.6866	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2629-cat_2	11192	6.3019	1.3928	0.0000	0.8154	1.7659	0.8722	6.7703	4.7222	9.5740	3.6615	0.6059	5.4925	2.4961	1.6631	0.2888
VIRSorter_Contig_2993-cat_2	11191	0.0000	0.1230	2.7558	4.6061	6.2971	2.0841	6.6900	7.7190	13.4831	8.9272	1.4369	21.7919	9.1511	7.8244	9.6310
VIRSorter_Contig_2228-cat_2	11186	0.3865	2.5106	0.3508	0.0000	2.5180	0.9022	7.0303	0.0000	1.9512	1.6909	1.6084	0.8097	0.1278	3.2886	0.6877
VIRSorter_Contig_2163-cat_2	11177	0.0000	0.0000	0.2917	0.0173	0.0000	0.0000	7.3527	0.1561	0.1163	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1710-cat_2	11175	11.9872	10.0267	12.0926	14.0380	18.7346	13.4148	14.1054	9.0960	1.6812	0.7067	3.4775	5.5119	5.0159	2.1862	1.0002
VIRSorter_Contig_3540-cat_2	11172	3.9315	2.5224	5.3078	4.5960	3.2695	1.4959	5.2390	2.0674	5.5354	2.4584	1.9633	6.9017	5.9457	4.4412	2.6962
VIRSorter_Contig_3025-cat_2	11164	6.1470	4.0770	11.6386	13.5891	6.0079	3.7024	9.3823	8.3098	14.3903	9.3186	4.2925	21.9567	16.4842	25.6987	14.8726
VIRSorter_Contig_2695-cat_2	11152	0.7302	0.4486	3.7279	2.9500	0.7614	0.9183	2.1537	0.7705	15.3684	6.7098	1.6003	16.9405	9.9696	0.8538	0.1901
VIRSorter_Contig_1394-cat_2	11147	0.6386	0.2013	2.4320	1.6644	8.6078	2.4239	0.9552	0.1544	2.7678	2.0750	0.6770	4.1030	1.2725	3.1685	2.6461
VIRSorter_Contig_3504-cat_2	11147	12.6071	8.8610	7.9077	5.6500	21.0912	17.9155	6.2088	3.8202	8.5524	4.1768	3.7559	11.2211	11.2224	8.5328	3.5941
VIRSorter_Contig_1262-cat_2	11141	2.9589	1.2166	1.7211	2.2953	9.0548	5.1959	1.9003	0.6534	0.0000	0.0000	0.5310	0.1908	0.0884	0.0259	0.0000
VIRSorter_Contig_1366-cat_2	11138	8.2601	4.1302	3.0285	3.0932	10.6656	4.8109	14.2207	8.1581	8.7656	4.5673	3.7862	3.4059	1.6010	7.5622	5.3201
VIRSorter_Contig_2686-cat_2	11124	7.2829	4.6401	16.2885	18.8675	9.3258	8.1112	17.1953	12.2321	22.7219	12.6967	7.2315	31.3305	19.7418	26.9516	19.0022
VIRSorter_Contig_898-cat_2	11117	0.2291	2.8018	10.8571	8.8509	0.0000	0.0000	2.7486	1.6525	3.7621	2.1621	0.1158	0.0000	0.0000	0.0000	0.0758
VIRSorter_Contig_4192-cat_2	11111	12.7081	6.3132	6.7404	6.3008	12.8484	9.3734	14.5263	8.8950	2.4248	1.4808	2.2227	16.8725	12.5831	10.9672	4.2613
VIRSorter_Contig_1175-cat_2	11108	2.5145	1.9012	2.2581	1.4460	9.5641	5.6024	3.7986	2.0687	3.2399	1.0380	1.9112	2.5205	2.7225	4.8135	1.9877
VIRSorter_Contig_967-cat_2	11096	1.8453	1.0848	21.8589	18.5243	3.7788	1.2262	8.3327	7.4557	20.7069	15.3506	4.8806	18.2610	15.9421	10.3607	8.0876
VIRSorter_Contig_214-cat_2	11093	17.5538	6.5634	0.0000	0.0000	0.2414	0.5922	0.0331	0.0000	0.0000	0.0000	0.3899	0.0000	0.0000	1.9522	0.5504
VIRSorter_Contig_326-cat_2	11071	8.9466	5.6980	4.6882	4.5244	7.9347	5.8072	6.4504	4.8975	5.0699	2.7199	3.0488	6.3455	4.4638	7.2461	6.3126
VIRSorter_Contig_2403-cat_2	11029	36.3836	22.6270	43.9214	48.3463	37.7327	23.7546	50.0824	40.7569	30.5611	19.2057	17.9035	35.4990	28.2253	63.8901	37.4381
VIRSorter_Contig_4482-cat_2	11029	25.2488	13.5684	18.1824	18.1964	21.6330	15.3403	31.8874	12.7334	13.8024	8.5373	6.9304	17.4223	10.6144	16.0279	11.9325
VIRSorter_Contig_2849-cat_2	11025	6.0931	2.2499	11.0658	10.1975	4.5917	2.0315	10.1789	7.3234	15.2117	14.7143	4.1237	29.7654	12.3258	13.9736	6.8272
VIRSorter_Contig_947-cat_2	11020	4.2877	0.6659	5.9394	7.5919	3.4787	3.8191	6.1407	1.4332	3.2497	2.9520	0.9534	2.6995	1.7446	5.8627	4.2962
VIRSorter_Contig_3650-cat_2	11017	34.3210	17.3168	30.9471	27.9644	50.7559	31.8092	18.7782	12.3610	20.1305	15.3577	8.9001	46.5963	31.1503	26.7355	11.7267
VIRSorter_Contig_754-cat_2	11006	20.5878	10.5384	10.0608	12.5388	26.2611	18.0771	21.9764	15.9581	6.6552	4.3330	6.4219	4.8096	3.2160	40.8569	24.7514
VIRSorter_Contig_1875-cat_2	11004	8.9464	5.6686	2.3698	1.5804	13.1329	9.3255	4.8504	2.8832	2.0504	0.9683	3.0829	1.2779	0.6921	9.1416	6.2098
VIRSorter_Contig_2387-cat_2	11003	1.6631	0.8662	1.2280	0.8096	1.2897	0.8772	2.0226	1.1127	0.4636	0.3342	0.3516	0.6936	0.3259	1.1685	0.4561
VIRSorter_Contig_3742-cat_2	10996	5.3920	2.4659	2.3491	2.5540	8.7546	3.1519	8.3362	2.7435	7.0665	3.5514	1.7972	11.3693	8.2850	6.5479	3.2039
VIRSorter_Contig_3616-cat_2	10992	1.1751	1.5296	2.2914	1.8967	1.4618	1.9347	2.7672	1.4108	1.8466	0.5747	1.0906	6.6893	3.5728	1.4844	1.6431
VIRSorter_Contig_4281-cat_2	10985	2.0576	2.9351	0.9893	3.3255	0.0000	0.0000	5.6626	1.2164	4.6516	2.3698	0.5942	5.1105	3.2966	11.9313	1.7319
VIRSorter_Contig_3048-cat_2	10975	7.5944	4.4134	11.0279	9.6098	9.1051	7.3620	22.9640	18.6532	17.4684	10.1639	7.1697	19.2922	7.8925	6.5505	4.5046
VIRSorter_Contig_54-cat_2	10967	15.4090	5.8476	4.5834	6.0146	12.4729	3.4663	6.7014	3.7957	3.4182	16.2520	5.8014	2.4129	2.5990	3.9451	1.9191
VIRSorter_Contig_3655-cat_2	10965	4.1989	2.8500	2.9267	2.3564	4.0081	3.3451	2.6186	1.8573	1.4207	1.5890	1.7636	7.7515	3.5478	3.2137	1.7142
VIRSorter_Contig_2131-cat_2	10960	0.0000	0.0000	0.1834	0.2701	0.0000	0.0000	3.4062	2.3233	0.8020	0.4491	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3355-cat_2	10947	0.0000	0.0000	0.2888	1.5569	0.3965	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0946	2.7584	0.0000	0.0000
