#contig	Length	B0H_VFD_S52	B0H_VFN_S44	B0L_VFD_S51	B0L_VFN_S43	B2R2H_VFD_S54	B2R2H_VFN_S46	B2R2L_VFD_S53	B2R2L_VFN_S45	B3R2H_VFD_S55	B3R2H_VFN_S48	B3R2L_VFN_S47	B8R2H_VFD_S57	B8R2H_VFN_S50	B8R2L_VFD_S56	B8R2L_VFN_S49
VIRSorter_Contig_331-cat_2	13125	0.0866	0.0494	0.0036	0.0023	0.0146	0.0068	0.0062	0.0024	0.0024	0.0011	0.0018	0.0040	0.0018	0.0061	0.0029
VIRSorter_Contig_47-cat_2	13112	0.0428	0.0185	0.0056	0.0024	0.0000	0.0000	0.0000	0.0002	0.0002	0.0002	0.0000	0.0006	0.0002	0.0000	0.0000
VIRSorter_Contig_994-cat_2	13105	0.0265	0.0295	0.0214	0.0240	0.0289	0.0181	0.0233	0.0087	0.0279	0.0134	0.0024	0.0088	0.0092	0.0078	0.0066
VIRSorter_Contig_2673-cat_2	13101	0.0054	0.0005	0.0066	0.0046	0.0167	0.0085	0.0085	0.0064	0.0605	0.0323	0.0031	0.0139	0.0085	0.0003	0.0020
VIRSorter_Contig_874-cat_2	13094	0.0112	0.0085	0.0164	0.0144	0.0203	0.0158	0.0166	0.0163	0.0154	0.0137	0.0033	0.0042	0.0076	0.0231	0.0131
VIRSorter_Contig_1264-cat_2	13092	0.0577	0.0606	0.0568	0.0568	0.0997	0.0826	0.0709	0.0445	0.0975	0.0427	0.0267	0.1047	0.0907	0.0868	0.0695
VIRSorter_Contig_1081-cat_2	13091	0.0225	0.0110	0.0584	0.0577	0.0041	0.0038	0.0400	0.0238	0.0313	0.0125	0.0046	0.0357	0.0219	0.0131	0.0071
VIRSorter_Contig_1235-cat_2	13079	0.1057	0.0534	0.0529	0.0789	0.0724	0.0363	0.1036	0.0798	0.0422	0.0320	0.0268	0.0990	0.0693	0.1411	0.0894
VIRSorter_Contig_80-cat_2	13070	0.0512	0.0316	0.0761	0.0780	0.0591	0.0320	0.0505	0.0304	0.0852	0.0382	0.0240	0.0637	0.0405	0.0915	0.0631
VIRSorter_Contig_4449-cat_2	13057	0.0364	0.0188	0.0188	0.0375	0.0696	0.0584	0.0161	0.0159	0.0515	0.0376	0.0263	0.0087	0.0071	0.0758	0.0855
VIRSorter_Contig_1390-cat_2	13054	0.0298	0.0116	0.0022	0.0022	0.0591	0.0226	0.0020	0.0026	0.0041	0.0007	0.0015	0.0070	0.0021	0.0255	0.0119
VIRSorter_Contig_1071-cat_2	13054	0.0011	0.0003	0.0021	0.0008	0.0000	0.0003	0.0012	0.0000	0.0003	0.0003	0.0003	0.0006	0.0008	0.0002	0.0002
VIRSorter_Contig_1396-cat_2	13050	0.0426	0.0235	0.0507	0.0740	0.0813	0.0530	0.1471	0.1080	0.1201	0.0689	0.0218	0.0990	0.0703	0.0556	0.0301
VIRSorter_Contig_1526-cat_2	13049	0.0178	0.0110	0.0000	0.0000	0.0618	0.0203	0.0006	0.0005	0.0005	0.0005	0.0087	0.0029	0.0007	0.0267	0.0096
VIRSorter_Contig_3376-cat_2	13049	0.0452	0.0107	0.0120	0.0194	0.0427	0.0085	0.0259	0.0113	0.0671	0.0157	0.0236	0.0756	0.0328	0.0332	0.0149
VIRSorter_Contig_2869-cat_2	13046	0.0002	0.0000	0.0094	0.0067	0.0009	0.0002	0.0258	0.0155	0.0632	0.0330	0.0010	0.0963	0.0513	0.0133	0.0053
VIRSorter_Contig_4003-cat_2	13042	0.0105	0.0093	0.0175	0.0157	0.0097	0.0077	0.0103	0.0055	0.0153	0.0067	0.0054	0.0143	0.0098	0.0204	0.0127
VIRSorter_Contig_2876-cat_2	13029	0.0130	0.0124	0.0226	0.0180	0.0569	0.0347	0.0369	0.0315	0.0672	0.0595	0.0161	0.0612	0.0356	0.0190	0.0158
VIRSorter_Contig_2670-cat_2	13009	0.0072	0.0026	0.0050	0.0063	0.0184	0.0090	0.0351	0.0288	0.0799	0.0446	0.0061	0.0334	0.0201	0.0131	0.0101
VIRSorter_Contig_3623-cat_2	12999	0.0214	0.0218	0.0378	0.0405	0.0091	0.0073	0.0523	0.0500	0.0451	0.0293	0.0054	0.0662	0.0457	0.0431	0.0299
VIRSorter_Contig_3698-cat_2	12964	0.0032	0.0040	0.0093	0.0083	0.0026	0.0013	0.0057	0.0137	0.0190	0.0215	0.0042	0.0187	0.1420	0.0059	0.0212
VIRSorter_Contig_503-cat_2	12931	0.0549	0.0267	0.0502	0.0546	0.0483	0.0384	0.0393	0.0179	0.0282	0.0179	0.0105	0.0171	0.0087	0.0374	0.0199
VIRSorter_Contig_1169-cat_2	12898	0.0209	0.0056	0.0377	0.0141	0.0971	0.0093	0.0277	0.0156	0.0299	0.0231	0.0339	0.0111	0.0112	0.0245	0.0196
VIRSorter_Contig_367-cat_2	12897	0.0490	0.0236	0.0205	0.0188	0.0488	0.0216	0.0323	0.0188	0.0314	0.0155	0.0073	0.0381	0.0259	0.0390	0.0205
VIRSorter_Contig_4472-cat_2	12891	0.0071	0.0053	0.0113	0.0111	0.0102	0.0074	0.0103	0.0058	0.0111	0.0065	0.0043	0.0086	0.0075	0.0129	0.0119
VIRSorter_Contig_4212-cat_2	12855	0.0503	0.0313	0.0163	0.0162	0.0608	0.0393	0.0225	0.0116	0.0184	0.0133	0.0190	0.0330	0.0313	0.0709	0.0428
VIRSorter_Contig_3224-cat_2	12835	0.0002	0.0000	0.0026	0.0031	0.0009	0.0002	0.0025	0.0011	0.0108	0.0041	0.0002	0.0449	0.0248	0.0000	0.0000
VIRSorter_Contig_3649-cat_2	12826	0.0002	0.0002	0.0000	0.0000	0.0012	0.0018	0.0002	0.0000	0.0009	0.0009	0.0003	0.0018	0.0007	0.0002	0.0002
VIRSorter_Contig_4249-cat_2	12816	0.0308	0.0165	0.0066	0.0082	0.0172	0.0141	0.0270	0.0217	0.0092	0.0086	0.0118	0.0135	0.0078	0.0569	0.0323
VIRSorter_Contig_549-cat_2	12793	0.0657	0.0617	0.0261	0.0091	0.0659	0.0200	0.0205	0.0202	0.0179	0.0066	0.0327	0.0486	0.0104	0.0061	0.0046
VIRSorter_Contig_2293-cat_2	12788	0.0622	0.0415	0.0619	0.0641	0.0512	0.0307	0.0884	0.0877	0.1024	0.0706	0.0295	0.0957	0.0569	0.1245	0.1002
VIRSorter_Contig_1996-cat_2	12766	0.0268	0.0216	0.0193	0.0225	0.0204	0.0156	0.0587	0.0429	0.0425	0.0161	0.0088	0.0375	0.0230	0.0319	0.0199
VIRSorter_Contig_1434-cat_2	12764	0.0463	0.0323	0.0000	0.0000	0.0729	0.0274	0.0002	0.0000	0.0000	0.0000	0.0006	0.0000	0.0002	0.0000	0.0000
VIRSorter_Contig_423-cat_2	12747	0.0632	0.0257	0.0699	0.0701	0.0475	0.0279	0.0686	0.0377	0.0963	0.0280	0.0187	0.0744	0.0528	0.0655	0.0450
VIRSorter_Contig_1943-cat_2	12744	0.0009	0.0000	0.0010	0.0011	0.0000	0.0000	0.0585	0.0000	0.0000	0.0000	0.0003	0.0002	0.0000	0.0002	0.0000
VIRSorter_Contig_3442-cat_2	12734	0.0008	0.0005	0.0005	0.0003	0.0035	0.0022	0.0006	0.0011	0.0020	0.0030	0.0008	0.0587	0.0054	0.0112	0.0029
VIRSorter_Contig_1211-cat_2	12732	0.0079	0.0044	0.0074	0.0054	0.0055	0.0035	0.0082	0.0046	0.0096	0.0066	0.0032	0.0135	0.0118	0.0081	0.0028
VIRSorter_Contig_439-cat_2	12731	0.0558	0.0297	0.0651	0.0759	0.0857	0.0556	0.0866	0.0760	0.0514	0.0434	0.0284	0.0896	0.0653	0.1541	0.0955
VIRSorter_Contig_345-cat_2	12712	0.0876	0.1152	0.0716	0.0583	0.0426	0.0276	0.0682	0.0197	0.0934	0.0396	0.0186	0.0787	0.0629	0.0713	0.0212
VIRSorter_Contig_1190-cat_2	12705	0.0500	0.0258	0.0290	0.0257	0.1296	0.0958	0.0357	0.0233	0.0607	0.0411	0.0511	0.1233	0.0704	0.0703	0.0439
VIRSorter_Contig_3896-cat_2	12691	0.0000	0.0000	0.0002	0.0006	0.0000	0.0000	0.0002	0.0000	0.0497	0.0225	0.0002	0.0535	0.0509	0.0000	0.0000
VIRSorter_Contig_381-cat_2	12689	0.0820	0.0296	0.0162	0.0157	0.0416	0.0209	0.0321	0.0225	0.0182	0.0107	0.0161	0.0468	0.0197	0.0385	0.0258
VIRSorter_Contig_3546-cat_2	12660	0.0208	0.0163	0.0333	0.0243	0.0489	0.0372	0.0242	0.0124	0.0367	0.0259	0.0078	0.0591	0.0396	0.0279	0.0163
VIRSorter_Contig_3820-cat_2	12659	0.0009	0.0003	0.0175	0.0291	0.0769	0.0371	0.0257	0.0195	0.1052	0.0579	0.0014	0.1108	0.0681	0.0241	0.0117
VIRSorter_Contig_1914-cat_2	12654	0.0069	0.0047	0.0126	0.0120	0.0049	0.0017	0.0466	0.0116	0.0152	0.0055	0.0017	0.0171	0.0077	0.0085	0.0056
VIRSorter_Contig_2296-cat_2	12653	0.0149	0.0070	0.0184	0.0168	0.0309	0.0144	0.0350	0.0287	0.0169	0.0132	0.0112	0.0325	0.0181	0.0234	0.0164
VIRSorter_Contig_2200-cat_2	12652	0.0567	0.0476	0.0510	0.0375	0.0532	0.0609	0.1160	0.0384	0.0233	0.0147	0.0240	0.0329	0.0194	0.0269	0.0294
VIRSorter_Contig_205-cat_2	12648	0.0651	0.0346	0.0464	0.0442	0.0512	0.0333	0.0822	0.0463	0.0775	0.0346	0.0186	0.0769	0.0477	0.0718	0.0417
VIRSorter_Contig_2046-cat_2	12637	0.0296	0.0136	0.0299	0.0321	0.0621	0.0271	0.0614	0.0501	0.0370	0.0247	0.0220	0.0639	0.0322	0.0438	0.0303
VIRSorter_Contig_876-cat_2	12632	0.0617	0.0322	0.0770	0.0669	0.0024	0.0021	0.0038	0.0028	0.0000	0.0003	0.0049	0.0009	0.0008	0.0197	0.0101
VIRSorter_Contig_1278-cat_2	12621	0.0484	0.0418	0.0292	0.0281	0.1033	0.0520	0.0224	0.0139	0.0046	0.0087	0.0193	0.0231	0.0086	0.0171	0.0182
VIRSorter_Contig_2486-cat_2	12600	0.0448	0.0470	0.1190	0.1241	0.0056	0.0043	0.1785	0.1329	0.1689	0.0695	0.0261	0.0433	0.0218	0.0282	0.0161
VIRSorter_Contig_1354-cat_2	12588	0.0447	0.0285	0.0320	0.0319	0.0774	0.0316	0.0195	0.0148	0.0155	0.0133	0.0087	0.0160	0.0091	0.0362	0.0393
VIRSorter_Contig_4339-cat_2	12580	0.0222	0.0125	0.0159	0.0200	0.0643	0.0434	0.0506	0.0326	0.0418	0.0228	0.0168	0.0323	0.0205	0.0555	0.0357
VIRSorter_Contig_4531-cat_2	12578	0.0016	0.0009	0.0013	0.0013	0.0030	0.0014	0.0019	0.0017	0.0017	0.0012	0.0007	0.0024	0.0011	0.0037	0.0032
VIRSorter_Contig_3124-cat_2	12562	0.0021	0.0008	0.0011	0.0003	0.0019	0.0010	0.0045	0.0029	0.0018	0.0013	0.0005	0.0599	0.0218	0.0014	0.0003
VIRSorter_Contig_702-cat_2	12556	0.0144	0.0149	0.0610	0.0648	0.0374	0.0148	0.0321	0.0266	0.0405	0.0210	0.0100	0.0395	0.0481	0.0336	0.0155
VIRSorter_Contig_2586-cat_2	12540	0.0229	0.0128	0.0283	0.0128	0.0003	0.0038	0.0714	0.0284	0.0837	0.0620	0.0014	0.1309	0.1099	0.0014	0.0021
VIRSorter_Contig_2768-cat_2	12521	0.1000	0.0636	0.1333	0.1456	0.0938	0.0958	0.2612	0.1096	0.1521	0.0585	0.0503	0.2009	0.1283	0.1282	0.1119
VIRSorter_Contig_605-cat_2	12497	0.0002	0.0562	0.0010	0.0006	0.0013	0.0006	0.0010	0.0000	0.0030	0.0091	0.0014	0.0003	0.0026	0.0006	0.0005
VIRSorter_Contig_1846-cat_2	12494	0.0621	0.0197	0.0207	0.0152	0.1455	0.0613	0.0290	0.0252	0.0078	0.0038	0.0200	0.0271	0.0094	0.0463	0.0294
VIRSorter_Contig_4542-cat_2	12485	0.0019	0.0024	0.0097	0.0142	0.0083	0.0078	0.0242	0.0115	0.0236	0.0131	0.0114	0.0125	0.0062	0.0722	0.0646
VIRSorter_Contig_1160-cat_2	12479	0.1081	0.0590	0.0161	0.0170	0.1001	0.0825	0.0344	0.0189	0.0092	0.0054	0.0329	0.0127	0.0103	0.0622	0.0482
VIRSorter_Contig_1960-cat_2	12476	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0982	0.0496	0.0333	0.0181	0.0000	0.0000	0.0002	0.0002	0.0000
VIRSorter_Contig_3024-cat_2	12475	0.0029	0.0014	0.0119	0.0095	0.0049	0.0082	0.0043	0.0011	0.0069	0.0456	0.0076	0.0203	0.0022	0.0422	0.0013
VIRSorter_Contig_150-cat_2	12471	0.0817	0.0383	0.0702	0.0714	0.0598	0.0374	0.0728	0.0593	0.0745	0.0495	0.0304	0.1447	0.0928	0.0987	0.0564
VIRSorter_Contig_3380-cat_2	12467	0.0378	0.0229	0.0707	0.0604	0.0229	0.0138	0.0989	0.0537	0.1895	0.0833	0.0327	0.1421	0.1250	0.0979	0.0685
VIRSorter_Contig_4552-cat_2	12461	0.0069	0.0050	0.0138	0.0171	0.0116	0.0051	0.0085	0.0082	0.0119	0.0147	0.0051	0.0095	0.0139	0.0194	0.0139
VIRSorter_Contig_4365-cat_2	12460	0.0147	0.0109	0.0188	0.0235	0.0144	0.0174	0.0208	0.0053	0.0214	0.0106	0.0065	0.0132	0.0072	0.0151	0.0105
VIRSorter_Contig_2834-cat_2	12446	0.0486	0.0089	0.0295	0.0280	0.0221	0.0077	0.0543	0.0375	0.0628	0.0297	0.0090	0.0731	0.0260	0.0149	0.0161
VIRSorter_Contig_4217-cat_2	12445	0.3757	0.2359	0.2513	0.2426	0.3984	0.2319	0.1405	0.1057	0.0584	0.0403	0.1012	0.0562	0.0498	0.2152	0.1313
VIRSorter_Contig_2842-cat_2	12436	0.0006	0.0005	0.0006	0.0014	0.0045	0.0039	0.0220	0.0047	0.0551	0.0196	0.0007	0.0026	0.0011	0.0033	0.0025
VIRSorter_Contig_2553-cat_2	12430	0.0447	0.0372	0.0125	0.0319	0.0430	0.0121	0.1191	0.0407	0.1702	0.0685	0.0163	0.2952	0.0991	0.0713	0.0537
VIRSorter_Contig_2747-cat_2	12420	0.0073	0.0029	0.0064	0.0046	0.0342	0.0133	0.0369	0.0261	0.1730	0.0790	0.0131	0.0943	0.0517	0.0353	0.0342
VIRSorter_Contig_1363-cat_2	12419	0.0525	0.0291	0.0829	0.0605	0.0578	0.0386	0.0713	0.0400	0.0994	0.0581	0.0283	0.0587	0.0534	0.1271	0.0724
VIRSorter_Contig_2354-cat_2	12415	0.0110	0.0062	0.0143	0.0133	0.0084	0.0064	0.0222	0.0148	0.0196	0.0074	0.0033	0.0342	0.0163	0.0391	0.0227
VIRSorter_Contig_1861-cat_2	12404	0.0835	0.0544	0.0478	0.0489	0.1099	0.0694	0.0875	0.0494	0.0485	0.0252	0.0318	0.0345	0.0279	0.1077	0.0627
VIRSorter_Contig_1554-cat_2	12401	0.0030	0.0013	0.0011	0.0035	0.0422	0.0034	0.0148	0.0019	0.0052	0.0035	0.0010	0.0219	0.0029	0.0073	0.0037
VIRSorter_Contig_3104-cat_2	12397	0.0138	0.0062	0.0499	0.0460	0.0536	0.0306	0.0204	0.0246	0.0298	0.0116	0.0219	0.1152	0.0549	0.0167	0.0154
VIRSorter_Contig_3593-cat_2	12397	0.0362	0.0284	0.0515	0.0444	0.0347	0.0267	0.0411	0.0313	0.0458	0.0307	0.0120	0.0766	0.0512	0.0428	0.0237
VIRSorter_Contig_3021-cat_2	12394	0.0399	0.0211	0.0503	0.0457	0.0656	0.0366	0.0668	0.0532	0.0336	0.0356	0.0216	0.0569	0.0383	0.1094	0.0687
VIRSorter_Contig_4243-cat_2	12383	0.0212	0.0063	0.0027	0.0041	0.0174	0.0115	0.0032	0.0037	0.0100	0.0065	0.0010	0.0052	0.0037	0.0841	0.0508
VIRSorter_Contig_3033-cat_2	12369	0.0715	0.0532	0.0935	0.0853	0.1177	0.0718	0.1163	0.1083	0.0882	0.1002	0.0665	0.1878	0.0840	0.0896	0.0673
VIRSorter_Contig_2745-cat_2	12365	0.0083	0.0079	0.0409	0.0643	0.0148	0.0169	0.0196	0.0182	0.0739	0.0666	0.0203	0.0827	0.0505	0.0733	0.0332
VIRSorter_Contig_2190-cat_2	12364	0.0055	0.0536	0.0020	0.0049	0.0006	0.0141	0.0450	0.0101	0.0047	0.0126	0.0012	0.0053	0.0019	0.0199	0.0033
VIRSorter_Contig_2090-cat_2	12350	0.0000	0.0000	0.0074	0.0008	0.0000	0.0006	0.0429	0.0013	0.0318	0.0282	0.0000	0.0000	0.0000	0.0003	0.0002
VIRSorter_Contig_4481-cat_2	12349	0.0484	0.0252	0.0151	0.0212	0.0295	0.0205	0.0309	0.0181	0.0469	0.0236	0.0160	0.0445	0.0234	0.0730	0.0457
VIRSorter_Contig_730-cat_2	12345	0.0043	0.0139	0.0466	0.0192	0.0076	0.0151	0.0280	0.0029	0.0104	0.0058	0.0058	0.0021	0.0032	0.0016	0.0066
VIRSorter_Contig_1249-cat_2	12338	0.0045	0.0052	0.0016	0.0021	0.0639	0.0087	0.0005	0.0008	0.0000	0.0011	0.0015	0.0169	0.0015	0.0024	0.0042
VIRSorter_Contig_0-cat_2	12332	0.0614	0.0349	0.0003	0.0004	0.0003	0.0000	0.0197	0.0052	0.0000	0.0000	0.0005	0.0000	0.0000	0.0018	0.0008
VIRSorter_Contig_3739-cat_2	12324	0.0753	0.0368	0.0391	0.0333	0.1410	0.1008	0.0475	0.0243	0.0966	0.0809	0.0964	0.2550	0.1461	0.1084	0.0624
VIRSorter_Contig_4555-cat_2	12317	0.0080	0.0062	0.0352	0.0478	0.0094	0.0094	0.0535	0.0478	0.1202	0.0424	0.0069	0.0435	0.0215	0.1075	0.0622
VIRSorter_Contig_2740-cat_2	12312	0.0042	0.0041	0.0058	0.0070	0.0237	0.0123	0.0065	0.0045	0.0222	0.0110	0.0043	0.0184	0.0142	0.0192	0.0144
VIRSorter_Contig_1752-cat_2	12300	0.0092	0.0190	0.0180	0.0212	0.0122	0.0585	0.0234	0.0081	0.0041	0.0003	0.0167	0.0009	0.0027	0.0021	0.0119
VIRSorter_Contig_1333-cat_2	12298	0.0039	0.0020	0.0026	0.0042	0.0576	0.0079	0.0101	0.0082	0.0062	0.0037	0.0124	0.0046	0.0033	0.0089	0.0082
VIRSorter_Contig_3301-cat_2	12296	0.0021	0.0007	0.0119	0.0143	0.0133	0.0053	0.0046	0.0042	0.0517	0.0246	0.0065	0.0499	0.0237	0.0416	0.0266
VIRSorter_Contig_656-cat_2	12294	0.0259	0.0228	0.0712	0.0546	0.0209	0.0125	0.0738	0.0179	0.0931	0.0377	0.0145	0.0568	0.0325	0.0182	0.0197
VIRSorter_Contig_935-cat_2	12290	0.0099	0.0050	0.0352	0.0473	0.0156	0.0175	0.0228	0.0170	0.0251	0.0195	0.0128	0.0239	0.0147	0.0712	0.0643
VIRSorter_Contig_1640-cat_2	12278	0.0160	0.0125	0.0077	0.0167	0.0380	0.0323	0.0068	0.0134	0.0083	0.0104	0.0178	0.0062	0.0059	0.0321	0.0165
VIRSorter_Contig_152-cat_2	12264	0.1119	0.0701	0.1763	0.1668	0.1695	0.1057	0.1465	0.1246	0.3773	0.2829	0.1311	0.2886	0.2059	0.3202	0.2026
VIRSorter_Contig_4349-cat_2	12257	0.0427	0.0202	0.0335	0.0271	0.0389	0.0408	0.0415	0.0233	0.0366	0.0270	0.0204	0.0395	0.0259	0.0639	0.0391
VIRSorter_Contig_2252-cat_2	12255	0.0512	0.0336	0.0401	0.0436	0.0157	0.0115	0.0794	0.0251	0.0297	0.0203	0.0075	0.0668	0.0391	0.0300	0.0203
VIRSorter_Contig_2030-cat_2	12243	0.0064	0.0050	0.0053	0.0039	0.0067	0.0057	0.0078	0.0054	0.0015	0.0007	0.0018	0.0028	0.0014	0.0065	0.0048
VIRSorter_Contig_2224-cat_2	12242	0.0062	0.0074	0.0202	0.0083	0.0093	0.0166	0.0539	0.0207	0.0346	0.0033	0.0090	0.0101	0.0147	0.0079	0.0053
VIRSorter_Contig_271-cat_2	12232	0.0767	0.0244	0.0142	0.0076	0.0378	0.0033	0.0222	0.0043	0.0069	0.0026	0.0078	0.0163	0.0095	0.0186	0.0136
VIRSorter_Contig_1690-cat_2	12231	0.0970	0.0764	0.1884	0.2087	0.0973	0.0703	0.1226	0.0917	0.0697	0.0522	0.0483	0.1264	0.0836	0.1255	0.0753
VIRSorter_Contig_1002-cat_2	12222	0.0264	0.0129	0.0681	0.0695	0.0128	0.0034	0.0286	0.0205	0.0189	0.0093	0.0047	0.0433	0.0344	0.0239	0.0124
VIRSorter_Contig_1444-cat_2	12218	0.0148	0.0071	0.0185	0.0128	0.0198	0.0068	0.0128	0.0079	0.0075	0.0082	0.0082	0.0122	0.0108	0.0165	0.0092
VIRSorter_Contig_2165-cat_2	12214	0.0020	0.0122	0.0328	0.0127	0.0033	0.0192	0.1254	0.0174	0.0772	0.0069	0.0029	0.0049	0.0039	0.0066	0.0020
VIRSorter_Contig_2494-cat_2	12209	0.0016	0.0015	0.0094	0.0269	0.0011	0.0006	0.0443	0.0568	0.0041	0.0007	0.0005	0.0023	0.0001	0.0025	0.0007
VIRSorter_Contig_2169-cat_2	12204	0.0007	0.0008	0.0025	0.0003	0.0088	0.0007	0.0585	0.0008	0.0016	0.0017	0.0017	0.0019	0.0002	0.0016	0.0020
VIRSorter_Contig_3467-cat_2	12194	0.0658	0.0438	0.0167	0.0164	0.0724	0.0616	0.0423	0.0314	0.0153	0.0107	0.0154	0.0721	0.0431	0.0214	0.0131
VIRSorter_Contig_4302-cat_2	12192	0.0344	0.0203	0.0290	0.0126	0.0342	0.0046	0.0142	0.0132	0.0089	0.0119	0.0107	0.0065	0.0024	0.0761	0.0409
VIRSorter_Contig_1119-cat_2	12191	0.0322	0.0240	0.0507	0.0550	0.0381	0.0317	0.1089	0.0979	0.0924	0.0463	0.0326	0.0895	0.0392	0.0267	0.0188
VIRSorter_Contig_2941-cat_2	12189	0.0130	0.0094	0.0469	0.0473	0.0439	0.0126	0.0327	0.0278	0.0379	0.0464	0.0094	0.0575	0.0372	0.0342	0.0297
VIRSorter_Contig_1818-cat_2	12182	0.0378	0.0226	0.0366	0.0106	0.0519	0.1172	0.0325	0.0306	0.0057	0.0025	0.0640	0.0277	0.0176	0.0248	0.0136
VIRSorter_Contig_1029-cat_2	12165	0.0268	0.0077	0.0362	0.0503	0.0209	0.0273	0.0413	0.0085	0.0206	0.0215	0.0079	0.0179	0.0107	0.0413	0.0279
VIRSorter_Contig_3971-cat_2	12145	0.0443	0.0142	0.0338	0.0189	0.0704	0.0415	0.0338	0.0355	0.0255	0.0231	0.0128	0.0119	0.0124	0.1033	0.0677
VIRSorter_Contig_4194-cat_2	12138	0.0040	0.0013	0.0050	0.0059	0.0021	0.0044	0.0056	0.0003	0.0044	0.0030	0.0012	0.0032	0.0013	0.0072	0.0035
VIRSorter_Contig_4510-cat_2	12137	0.0000	0.0002	0.0002	0.0002	0.0026	0.0003	0.0013	0.0010	0.0021	0.0005	0.0021	0.0005	0.0010	0.0178	0.0284
VIRSorter_Contig_2109-cat_2	12122	0.0032	0.0260	0.0408	0.0092	0.0028	0.0238	0.1697	0.0335	0.0971	0.0125	0.0059	0.0036	0.0172	0.0035	0.0013
VIRSorter_Contig_1542-cat_2	12101	0.0433	0.0289	0.0000	0.0000	0.0699	0.0359	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3646-cat_2	12099	0.0010	0.0033	0.0198	0.0154	0.0056	0.0052	0.0083	0.0048	0.0546	0.0126	0.0035	0.0574	0.0334	0.0336	0.0202
VIRSorter_Contig_1733-cat_2	12093	0.0520	0.0323	0.0679	0.0857	0.0942	0.0652	0.1804	0.1225	0.1498	0.0740	0.0258	0.1154	0.0947	0.0717	0.0411
VIRSorter_Contig_3455-cat_2	12090	0.0103	0.0055	0.0060	0.0098	0.0130	0.0078	0.0086	0.0049	0.0025	0.0011	0.0019	0.0203	0.0104	0.0100	0.0031
VIRSorter_Contig_2028-cat_2	12080	0.0000	0.0000	0.0002	0.0007	0.0000	0.0000	0.0377	0.0013	0.0090	0.0028	0.0002	0.0047	0.0040	0.0001	0.0000
VIRSorter_Contig_4271-cat_2	12074	0.0094	0.0083	0.0074	0.0068	0.0099	0.0105	0.0075	0.0030	0.0045	0.0021	0.0038	0.0094	0.0102	0.0128	0.0089
VIRSorter_Contig_3163-cat_2	12070	0.0077	0.0046	0.0075	0.0092	0.0038	0.0036	0.0101	0.0089	0.0108	0.0030	0.0017	0.0188	0.0094	0.0199	0.0135
VIRSorter_Contig_3572-cat_2	12069	0.0437	0.0231	0.0611	0.0565	0.0829	0.0602	0.0559	0.0376	0.0840	0.0480	0.0301	0.0621	0.0494	0.0892	0.0540
VIRSorter_Contig_2799-cat_2	12068	0.0038	0.0010	0.0012	0.0020	0.0002	0.0005	0.0114	0.0071	0.0906	0.0478	0.0012	0.0101	0.0022	0.0039	0.0044
VIRSorter_Contig_1600-cat_2	12053	0.0187	0.0081	0.0394	0.0472	0.2092	0.1352	0.0384	0.0253	0.0233	0.0149	0.0253	0.0287	0.0157	0.0412	0.0183
VIRSorter_Contig_1143-cat_2	12051	0.0023	0.0012	0.0034	0.0023	0.0839	0.0108	0.0081	0.0076	0.0025	0.0008	0.0094	0.0010	0.0033	0.0018	0.0030
VIRSorter_Contig_3663-cat_2	12050	0.0285	0.0154	0.0266	0.0305	0.0461	0.0183	0.0263	0.0176	0.0222	0.0241	0.0220	0.0549	0.0291	0.0465	0.0209
VIRSorter_Contig_3234-cat_2	12038	0.0264	0.0114	0.0236	0.0233	0.0351	0.0258	0.0427	0.0286	0.0325	0.0203	0.0145	0.0651	0.0408	0.0354	0.0286
VIRSorter_Contig_1377-cat_2	12012	0.1265	0.1200	0.0018	0.0005	0.1905	0.1626	0.4593	0.1043	0.0002	0.0007	0.0256	0.0000	0.0005	0.0433	0.0942
VIRSorter_Contig_2841-cat_2	12009	0.0083	0.0083	0.0122	0.0037	0.0003	0.0011	0.0326	0.0127	0.0387	0.0276	0.0002	0.0553	0.0530	0.0011	0.0008
VIRSorter_Contig_2932-cat_2	12005	0.0144	0.0057	0.0339	0.0293	0.0128	0.0086	0.0304	0.0194	0.0746	0.0541	0.0112	0.2641	0.2210	0.0377	0.0222
VIRSorter_Contig_3096-cat_2	11996	0.0015	0.0013	0.0112	0.0110	0.0032	0.0032	0.0129	0.0078	0.0448	0.0303	0.0053	0.0600	0.0418	0.0104	0.0057
VIRSorter_Contig_736-cat_2	11987	0.0357	0.0303	0.0464	0.0395	0.0222	0.0068	0.0256	0.0334	0.0164	0.0197	0.0206	0.0206	0.0127	0.0372	0.0351
VIRSorter_Contig_4382-cat_2	11979	0.0023	0.0024	0.0001	0.0002	0.0266	0.0134	0.0048	0.0003	0.0003	0.0003	0.0028	0.0005	0.0005	0.0754	0.0515
VIRSorter_Contig_2245-cat_2	11978	0.0000	0.0000	0.0000	0.0000	0.0018	0.0002	0.0721	0.0015	0.0000	0.0002	0.0003	0.0000	0.0000	0.0003	0.0003
VIRSorter_Contig_1457-cat_2	11966	0.0102	0.0092	0.0120	0.0072	0.2512	0.0072	0.0516	0.0145	0.0117	0.0056	0.0033	0.0097	0.0083	0.0057	0.0033
